Location,Continent,Date,DailyCases,DaysSinceStart,DailySlope,MaxSlope
Greece,Europe,2020-10-24,935,276,8.35619771637196,2090.2742982571435
Greece,Europe,2020-10-25,790,277,8.355421592922331,2090.2742982571435
Greece,Europe,2020-10-26,714,278,8.354642783342761,2090.2742982571435
Greece,Europe,2020-10-27,1256,279,8.353861273664204,2090.2742982571435
Greece,Europe,2020-10-28,1547,280,8.353077049820591,2090.2742982571435
Greece,Europe,2020-10-29,1211,281,8.352290097647975,2090.2742982571435
Greece,Europe,2020-10-30,1686,282,8.351500402883687,2090.2742982571435
Greece,Europe,2020-10-31,2055,283,8.350707951165473,2090.2742982571435
Greece,Europe,2020-11-01,1678,284,8.349912728030619,2090.2742982571435
Greece,Europe,2020-11-02,1151,285,8.349114718915073,2090.2742982571435
Greece,Europe,2020-11-03,2166,286,8.348313909152559,2090.2742982571435
Greece,Europe,2020-11-04,2646,287,8.347510283973676,2090.2742982571435
Greece,Europe,2020-11-05,2915,288,8.34670382850499,2090.2742982571435
Greece,Europe,2020-11-06,2447,289,8.345894527768115,2090.2742982571435
Greece,Europe,2020-11-07,2555,290,8.34508236667879,2090.2742982571435
Greece,Europe,2020-11-08,1889,291,8.344267330045936,2090.2742982571435
Greece,Europe,2020-11-09,1489,292,8.343449402570712,2090.2742982571435
Greece,Europe,2020-11-10,2383,293,8.342628568845566,2090.2742982571435
Greece,Europe,2020-11-11,2751,294,8.341804813353244,2090.2742982571435
Greece,Europe,2020-11-12,3316,295,8.340978120465842,2090.2742982571435
Greece,Europe,2020-11-13,3038,296,8.340148474443794,2090.2742982571435
Greece,Europe,2020-11-14,2835,297,8.339315859434887,2090.2742982571435
Greece,Europe,2020-11-15,1695,298,8.338480259473242,2090.2742982571435
Greece,Europe,2020-11-16,2198,299,8.337641658478304,2090.2742982571435
Greece,Europe,2020-11-17,2422,300,8.3368000402538,2090.2742982571435
Greece,Europe,2020-11-18,3209,301,8.3359553884867,2090.2742982571435
Greece,Europe,2020-11-19,3227,302,8.33510768674617,2090.2742982571435
Greece,Europe,2020-11-20,2551,303,8.334256918482494,2090.2742982571435
Greece,Europe,2020-11-21,2309,304,8.333403067026005,2090.2742982571435
Greece,Europe,2020-11-22,1498,305,8.332546115585997,2090.2742982571435
Greece,Europe,2020-11-23,1387,306,8.331686047249617,2090.2742982571435
Greece,Europe,2020-11-24,2131,307,8.330822844980762,2090.2742982571435
Greece,Europe,2020-11-25,2151,308,8.32995649161895,2090.2742982571435
Greece,Europe,2020-11-26,2018,309,8.329086969878178,2090.2742982571435
Greece,Europe,2020-11-27,1981,310,8.328214262345778,2090.2742982571435
Greece,Europe,2020-11-28,1747,311,8.327338351481254,2090.2742982571435
Greece,Europe,2020-11-29,1193,312,8.32645921961511,2090.2742982571435
Greece,Europe,2020-11-30,1044,313,8.325576848947648,2090.2742982571435
Greece,Europe,2020-12-01,2199,314,8.324691221547788,2090.2742982571435
Greece,Europe,2020-12-02,2185,315,8.323802319351834,2090.2742982571435
Greece,Europe,2020-12-03,1882,316,8.322910124162256,2090.2742982571435
Greece,Europe,2020-12-04,1648,317,8.322014617646447,2090.2742982571435
Greece,Europe,2020-12-05,1383,318,8.321115781335468,2090.2742982571435
Greece,Europe,2020-12-06,903,319,8.320213596622771,2090.2742982571435
Greece,Europe,2020-12-07,1250,320,8.319308044762927,2090.2742982571435
Greece,Europe,2020-12-08,1324,321,8.318399106870316,2090.2742982571435
Greece,Europe,2020-12-09,1675,322,8.317486763917826,2090.2742982571435
Greece,Europe,2020-12-10,1533,323,8.31657099673551,2090.2742982571435
Greece,Europe,2020-12-11,1395,324,8.315651786009262,2090.2742982571435
Greece,Europe,2020-12-12,1194,325,8.314729112279444,2090.2742982571435
Greece,Europe,2020-12-13,692,326,8.313802955939517,2090.2742982571435
Greece,Europe,2020-12-14,639,327,8.312873297234654,2090.2742982571435
Greece,Europe,2020-12-15,1199,328,8.311940116260338,2090.2742982571435
Greece,Europe,2020-12-16,1185,329,8.311003392960936,2090.2742982571435
Greece,Europe,2020-12-17,1153,330,8.310063107128265,2090.2742982571435
Greece,Europe,2020-12-18,874,331,8.309119238400134,2090.2742982571435
Greece,Europe,2020-12-19,901,332,8.308171766258887,2090.2742982571435
Greece,Europe,2020-12-20,587,333,8.307220670029897,2090.2742982571435
Greece,Europe,2020-12-21,525,334,8.306265928880082,2090.2742982571435
Greece,Europe,2020-12-22,833,335,8.30530752181637,2090.2742982571435
Greece,Europe,2020-12-23,935,336,8.304345427684165,2090.2742982571435
Greece,Europe,2020-12-24,870,337,8.303379625165793,2090.2742982571435
Greece,Europe,2020-12-25,617,338,8.302410092778919,2090.2742982571435
Greece,Europe,2020-12-26,262,339,8.30143680887497,2090.2742982571435
Greece,Europe,2020-12-27,342,340,8.300459751637506,2090.2742982571435
Greece,Europe,2020-12-28,475,341,8.299478899080599,2090.2742982571435
Greece,Europe,2020-12-29,1045,342,8.298494229047185,2090.2742982571435
Greece,Europe,2020-12-30,942,343,8.29750571920739,2090.2742982571435
Greece,Europe,2020-12-31,932,344,8.29651334705685,2090.2742982571435
Greece,Europe,2021-01-01,597,345,8.295517089914993,2090.2742982571435
Greece,Europe,2021-01-02,262,346,8.29451692492332,2090.2742982571435
Greece,Europe,2021-01-03,390,347,8.293512829043651,2090.2742982571435
Greece,Europe,2021-01-04,427,348,8.292504779056362,2090.2742982571435
Greece,Europe,2021-01-05,927,349,8.291492751558586,2090.2742982571435
Greece,Europe,2021-01-06,814,350,8.290476722962412,2090.2742982571435
Greece,Europe,2021-01-07,510,351,8.289456669493047,2090.2742982571435
Greece,Europe,2021-01-08,717,352,8.288432567186959,2090.2742982571435
Greece,Europe,2021-01-09,799,353,8.287404391890009,2090.2742982571435
Greece,Europe,2021-01-10,445,354,8.28637211925554,2090.2742982571435
Greece,Europe,2021-01-11,441,355,8.285335724742469,2090.2742982571435
Greece,Europe,2021-01-12,841,356,8.284295183613331,2090.2742982571435
Greece,Europe,2021-01-13,668,357,8.283250470932314,2090.2742982571435
Greece,Europe,2021-01-14,595,358,8.282201561563273,2090.2742982571435
Greece,Europe,2021-01-15,577,359,8.281148430167702,2090.2742982571435
Greece,Europe,2021-01-16,510,360,8.280091051202708,2090.2742982571435
Greece,Europe,2021-01-17,237,361,8.279029398918935,2090.2742982571435
Greece,Europe,2021-01-18,318,362,8.277963447358475,2090.2742982571435
Greece,Europe,2021-01-19,537,363,8.27689317035276,2090.2742982571435
Greece,Europe,2021-01-20,511,364,8.27581854152041,2090.2742982571435
Greece,Europe,2021-01-21,506,365,8.274739534265073,2090.2742982571435
Greece,Europe,2021-01-22,562,366,8.273656121773232,2090.2742982571435
Greece,Europe,2021-01-23,605,367,8.272568277011972,2090.2742982571435
Greece,Europe,2021-01-24,334,368,8.271475972726748,2090.2742982571435
Greece,Europe,2021-01-25,432,369,8.270379181439097,2090.2742982571435
Greece,Europe,2021-01-26,814,370,8.269277875444336,2090.2742982571435
Greece,Europe,2021-01-27,857,371,8.268172026809237,2090.2742982571435
Greece,Europe,2021-01-28,713,372,8.267061607369651,2090.2742982571435
Greece,Europe,2021-01-29,882,373,8.26594658872813,2090.2742982571435
Greece,Europe,2021-01-30,795,374,8.264826942251505,2090.2742982571435
Greece,Europe,2021-01-31,484,375,8.26370263906842,2090.2742982571435
Greece,Europe,2021-02-01,538,376,8.262573650066873,2090.2742982571435
Greece,Europe,2021-02-02,1221,377,8.261439945891684,2090.2742982571435
Greece,Europe,2021-02-03,1150,378,8.260301496941965,2090.2742982571435
Greece,Europe,2021-02-04,1069,379,8.259158273368532,2090.2742982571435
Greece,Europe,2021-02-05,1172,380,8.258010245071308,2090.2742982571435
Greece,Europe,2021-02-06,1106,381,8.256857381696665,2090.2742982571435
Greece,Europe,2021-02-07,733,382,8.25569965263477,2090.2742982571435
Greece,Europe,2021-02-08,629,383,8.254537027016854,2090.2742982571435
Greece,Europe,2021-02-09,1492,384,8.253369473712487,2090.2742982571435
Greece,Europe,2021-02-10,1482,385,8.252196961326787,2090.2742982571435
Greece,Europe,2021-02-11,1323,386,8.251019458197613,2090.2742982571435
Greece,Europe,2021-02-12,1372,387,8.249836932392707,2090.2742982571435
Greece,Europe,2021-02-13,1222,388,8.24864935170682,2090.2742982571435
Greece,Europe,2021-02-14,662,389,8.247456683658777,2090.2742982571435
Greece,Europe,2021-02-15,696,390,8.246258895488522,2090.2742982571435
Greece,Europe,2021-02-16,1081,391,8.245055954154111,2090.2742982571435
Greece,Europe,2021-02-17,754,392,8.243847826328684,2090.2742982571435
Greece,Europe,2021-02-18,1400,393,8.242634478397381,2090.2742982571435
Greece,Europe,2021-02-19,1435,394,8.241415876454225,2090.2742982571435
Greece,Europe,2021-02-20,1424,395,8.240191986298962,2090.2742982571435
Greece,Europe,2021-02-21,884,396,8.238962773433867,2090.2742982571435
Greece,Europe,2021-02-22,870,397,8.237728203060499,2090.2742982571435
Greece,Europe,2021-02-23,2111,398,8.236488240076413,2090.2742982571435
Greece,Europe,2021-02-24,1903,399,8.235242849071843,2090.2742982571435
Greece,Europe,2021-02-25,1783,400,8.233991994326322,2090.2742982571435
Greece,Europe,2021-02-26,1732,401,8.232735639805274,2090.2742982571435
Greece,Europe,2021-02-27,1630,402,8.231473749156544,2090.2742982571435
Greece,Europe,2021-02-28,1269,403,8.230206285706906,2090.2742982571435
Greece,Europe,2021-03-01,1170,404,8.228933212458495,2090.2742982571435
Greece,Europe,2021-03-02,2312,405,8.22765449208522,2090.2742982571435
Greece,Europe,2021-03-03,2697,406,8.226370086929105,2090.2742982571435
Greece,Europe,2021-03-04,2217,407,8.225079958996602,2090.2742982571435
Greece,Europe,2021-03-05,2181,408,8.223784069954839,2090.2742982571435
Greece,Europe,2021-03-06,2301,409,8.22248238112782,2090.2742982571435
Greece,Europe,2021-03-07,1142,410,8.221174853492588,2090.2742982571435
Greece,Europe,2021-03-08,1161,411,8.219861447675315,2090.2742982571435
Greece,Europe,2021-03-09,3181,412,8.218542123947358,2090.2742982571435
Greece,Europe,2021-03-10,2629,413,8.217216842221243,2090.2742982571435
Greece,Europe,2021-03-11,2570,414,8.215885562046616,2090.2742982571435
Greece,Europe,2021-03-12,2357,415,8.214548242606117,2090.2742982571435
Greece,Europe,2021-03-13,2503,416,8.213204842711221,2090.2742982571435
Greece,Europe,2021-03-14,1626,417,8.211855320797993,2090.2742982571435
Greece,Europe,2021-03-15,1134,418,8.210499634922819,2090.2742982571435
Greece,Europe,2021-03-16,1508,419,8.209137742758044,2090.2742982571435
Greece,Europe,2021-03-17,3458,420,8.207769601587579,2090.2742982571435
Greece,Europe,2021-03-18,3070,421,8.20639516830243,2090.2742982571435
Greece,Europe,2021-03-19,2762,422,8.205014399396168,2090.2742982571435
Greece,Europe,2021-03-20,2532,423,8.203627250960343,2090.2742982571435
Greece,Europe,2021-03-21,1514,424,8.202233678679828,2090.2742982571435
Greece,Europe,2021-03-22,1705,425,8.200833637828097,2090.2742982571435
Greece,Europe,2021-03-23,3517,426,8.199427083262442,2090.2742982571435
Greece,Europe,2021-03-24,3058,427,8.198013969419126,2090.2742982571435
Greece,Europe,2021-03-25,2587,428,8.196594250308452,2090.2742982571435
Greece,Europe,2021-03-26,1466,429,8.195167879509782,2090.2742982571435
Greece,Europe,2021-03-27,3132,430,8.193734810166477,2090.2742982571435
Greece,Europe,2021-03-28,1441,431,8.192294994980761,2090.2742982571435
Greece,Europe,2021-03-29,1724,432,8.190848386208527,2090.2742982571435
Greece,Europe,2021-03-30,4322,433,8.189394935654045,2090.2742982571435
Greece,Europe,2021-03-31,3612,434,8.187934594664625,2090.2742982571435
Greece,Europe,2021-04-01,3483,435,8.186467314125178,2090.2742982571435
Greece,Europe,2021-04-02,3058,436,8.184993044452712,2090.2742982571435
Greece,Europe,2021-04-03,3229,437,8.183511735590752,2090.2742982571435
Greece,Europe,2021-04-04,1955,438,8.182023337003663,2090.2742982571435
Greece,Europe,2021-04-05,1863,439,8.180527797670917,2090.2742982571435
Greece,Europe,2021-04-06,4293,440,8.179025066081254,2090.2742982571435
Greece,Europe,2021-04-07,3445,441,8.177515090226766,2090.2742982571435
Greece,Europe,2021-04-08,3215,442,8.17599781759691,2090.2742982571435
Greece,Europe,2021-04-09,2734,443,8.174473195172403,2090.2742982571435
Greece,Europe,2021-04-10,2799,444,8.172941169419062,2090.2742982571435
Greece,Europe,2021-04-11,1717,445,8.171401686281525,2090.2742982571435
Greece,Europe,2021-04-12,1606,446,8.169854691176909,2090.2742982571435
Greece,Europe,2021-04-13,4017,447,8.168300128988339,2090.2742982571435
Greece,Europe,2021-04-14,3081,448,8.166737944058417,2090.2742982571435
Greece,Europe,2021-04-15,3822,449,8.16516808018258,2090.2742982571435
Greece,Europe,2021-04-16,3027,450,8.163590480602348,2090.2742982571435
Greece,Europe,2021-04-17,2411,451,8.162005087998493,2090.2742982571435
Greece,Europe,2021-04-18,1829,452,8.160411844484093,2090.2742982571435
Greece,Europe,2021-04-19,1606,453,8.158810691597488,2090.2742982571435
Greece,Europe,2021-04-20,3750,454,8.15720157029513,2090.2742982571435
Greece,Europe,2021-04-21,3010,455,8.155584420944324,2090.2742982571435
Greece,Europe,2021-04-22,2756,456,8.153959183315857,2090.2742982571435
Greece,Europe,2021-04-23,2739,457,8.15232579657653,2090.2742982571435
Greece,Europe,2021-04-24,2596,458,8.150684199281562,2090.2742982571435
Greece,Europe,2021-04-25,1399,459,8.149034329366883,2090.2742982571435
Greece,Europe,2021-04-26,1307,460,8.147376124141315,2090.2742982571435
Greece,Europe,2021-04-27,3287,461,8.145709520278638,2090.2742982571435
Greece,Europe,2021-04-28,2770,462,8.144034453809514,2090.2742982571435
Greece,Europe,2021-04-29,2415,463,8.142350860113313,2090.2742982571435
Greece,Europe,2021-04-30,2125,464,8.140658673909801,2090.2742982571435
Greece,Europe,2021-05-01,1389,465,8.138957829250701,2090.2742982571435
Greece,Europe,2021-05-02,0,466,8.137248259511125,2090.2742982571435
Greece,Europe,2021-05-03,2146,467,8.13552989738088,2090.2742982571435
Greece,Europe,2021-05-04,1368,468,8.133802674855623,2090.2742982571435
Greece,Europe,2021-05-05,2091,469,8.132066523227904,2090.2742982571435
Greece,Europe,2021-05-06,3418,470,8.13032137307804,2090.2742982571435
Greece,Europe,2021-05-07,2671,471,8.128567154264875,2090.2742982571435
Greece,Europe,2021-05-08,2461,472,8.126803795916375,2090.2742982571435
Greece,Europe,2021-05-09,1427,473,8.12503122642009,2090.2742982571435
Greece,Europe,2021-05-10,1900,474,8.123249373413453,2090.2742982571435
Greece,Europe,2021-05-11,3172,475,8.121458163773932,2090.2742982571435
Greece,Europe,2021-05-12,2478,476,8.119657523609037,2090.2742982571435
Greece,Europe,2021-05-13,2139,477,8.117847378246148,2090.2742982571435
Greece,Europe,2021-05-14,2188,478,8.1160276522222,2090.2742982571435
Greece,Europe,2021-05-15,1950,479,8.11419826927319,2090.2742982571435
Greece,Europe,2021-05-16,1259,480,8.112359152323526,2090.2742982571435
Greece,Europe,2021-05-17,1395,481,8.110510223475204,2090.2742982571435
Greece,Europe,2021-05-18,2781,482,8.108651403996806,2090.2742982571435
Greece,Europe,2021-05-19,2292,483,8.106782614312324,2090.2742982571435
Greece,Europe,2021-05-20,1886,484,8.104903773989811,2090.2742982571435
Greece,Europe,2021-05-21,1982,485,8.103014801729831,2090.2742982571435
Greece,Europe,2021-05-22,1503,486,8.101115615353741,2090.2742982571435
Greece,Europe,2021-05-23,875,487,8.09920613179177,2090.2742982571435
Greece,Europe,2021-05-24,1377,488,8.097286267070904,2090.2742982571435
Greece,Europe,2021-05-25,2402,489,8.095355936302587,2090.2742982571435
Greece,Europe,2021-05-26,1511,490,8.093415053670196,2090.2742982571435
Greece,Europe,2021-05-27,1876,491,8.091463532416327,2090.2742982571435
Greece,Europe,2021-05-28,1928,492,8.089501284829879,2090.2742982571435
Greece,Europe,2021-05-29,1497,493,8.087528222232896,2090.2742982571435
Greece,Europe,2021-05-30,906,494,8.085544254967218,2090.2742982571435
Greece,Europe,2021-05-31,1005,495,8.083549292380901,2090.2742982571435
Greece,Europe,2021-06-01,1857,496,8.081543242814405,2090.2742982571435
Greece,Europe,2021-06-02,1379,497,8.079526013586555,2090.2742982571435
Greece,Europe,2021-06-03,1209,498,8.077497510980276,2090.2742982571435
Greece,Europe,2021-06-04,1106,499,8.075457640228068,2090.2742982571435
Greece,Europe,2021-06-05,932,500,8.073406305497256,2090.2742982571435
Greece,Europe,2021-06-06,579,501,8.071343409874979,2090.2742982571435
Greece,Europe,2021-06-07,798,502,8.069268855352925,2090.2742982571435
Greece,Europe,2021-06-08,1368,503,8.067182542811818,2090.2742982571435
Greece,Europe,2021-06-09,886,504,8.065084372005622,2090.2742982571435
Greece,Europe,2021-06-10,750,505,8.062974241545488,2090.2742982571435
Greece,Europe,2021-06-11,784,506,8.060852048883426,2090.2742982571435
Greece,Europe,2021-06-12,682,507,8.058717690295685,2090.2742982571435
Greece,Europe,2021-06-13,297,508,8.056571060865863,2090.2742982571435
Greece,Europe,2021-06-14,468,509,8.054412054467708,2090.2742982571435
Greece,Europe,2021-06-15,794,510,8.052240563747628,2090.2742982571435
Greece,Europe,2021-06-16,546,511,8.050056480106907,2090.2742982571435
Greece,Europe,2021-06-17,512,512,8.047859693683584,2090.2742982571435
Greece,Europe,2021-06-18,453,513,8.045650093334054,2090.2742982571435
Greece,Europe,2021-06-19,389,514,8.043427566614296,2090.2742982571435
Greece,Europe,2021-06-20,247,515,8.041191999760827,2090.2742982571435
Greece,Europe,2021-06-21,206,516,8.038943277671267,2090.2742982571435
Greece,Europe,2021-06-22,395,517,8.036681283884601,2090.2742982571435
Greece,Europe,2021-06-23,512,518,8.034405900561062,2090.2742982571435
Greece,Europe,2021-06-24,454,519,8.032117008461674,2090.2742982571435
Greece,Europe,2021-06-25,386,520,8.029814486927421,2090.2742982571435
Greece,Europe,2021-06-26,375,521,8.027498213858042,2090.2742982571435
Greece,Europe,2021-06-27,235,522,8.02516806569045,2090.2742982571435
Greece,Europe,2021-06-28,361,523,8.022823917376757,2090.2742982571435
Greece,Europe,2021-06-29,563,524,8.020465642361911,2090.2742982571435
Greece,Europe,2021-06-30,627,525,8.018093112560909,2090.2742982571435
Greece,Europe,2021-07-01,729,526,8.015706198335618,2090.2742982571435
Greece,Europe,2021-07-02,980,527,8.013304768471153,2090.2742982571435
Greece,Europe,2021-07-03,1182,528,8.010888690151843,2090.2742982571435
Greece,Europe,2021-07-04,617,529,8.00845782893673,2090.2742982571435
Greece,Europe,2021-07-05,999,530,8.00601204873465,2090.2742982571435
Greece,Europe,2021-07-06,2181,531,8.003551211778818,2090.2742982571435
Greece,Europe,2021-07-07,1816,532,8.001075178600969,2090.2742982571435
Greece,Europe,2021-07-08,2061,533,7.998583808005008,2090.2742982571435
Greece,Europe,2021-07-09,1997,534,7.996076957040169,2090.2742982571435
Greece,Europe,2021-07-10,2327,535,7.993554480973675,2090.2742982571435
Greece,Europe,2021-07-11,1464,536,7.991016233262878,2090.2742982571435
Greece,Europe,2021-07-12,2063,537,7.9884620655268845,2090.2742982571435
Greece,Europe,2021-07-13,3911,538,7.985891827517642,2090.2742982571435
Greece,Europe,2021-07-14,2935,539,7.9833053670904714,2090.2742982571435
Greece,Europe,2021-07-15,2794,540,7.98070253017405,2090.2742982571435
Greece,Europe,2021-07-16,2688,541,7.978083160739818,2090.2742982571435
Greece,Europe,2021-07-17,2554,542,7.975447100770793,2090.2742982571435
Greece,Europe,2021-07-18,1558,543,7.972794190229805,2090.2742982571435
Greece,Europe,2021-07-19,1834,544,7.970124267027095,2090.2742982571435
Greece,Europe,2021-07-20,4327,545,7.967437166987315,2090.2742982571435
Greece,Europe,2021-07-21,2968,546,7.9647327238158665,2090.2742982571435
Greece,Europe,2021-07-22,2601,547,7.962010769064599,2090.2742982571435
Greece,Europe,2021-07-23,2852,548,7.959271132096832,2090.2742982571435
Greece,Europe,2021-07-24,2472,549,7.9565136400517025,2090.2742982571435
Greece,Europe,2021-07-25,1553,550,7.953738117807801,2090.2742982571435
Greece,Europe,2021-07-26,2056,551,7.9509443879461035,2090.2742982571435
Greece,Europe,2021-07-27,4170,552,7.9481322707121596,2090.2742982571435
Greece,Europe,2021-07-28,2870,553,7.945301583977546,2090.2742982571435
Greece,Europe,2021-07-29,2694,554,7.942452143200541,2090.2742982571435
Greece,Europe,2021-07-30,2843,555,7.93958376138602,2090.2742982571435
Greece,Europe,2021-07-31,2752,556,7.936696249044551,2090.2742982571435
Greece,Europe,2021-08-01,1603,557,7.933789414150663,2090.2742982571435
Greece,Europe,2021-08-02,2154,558,7.930863062100281,2090.2742982571435
Greece,Europe,2021-08-03,3969,559,7.927916995667293,2090.2742982571435
Greece,Europe,2021-08-04,2855,560,7.924951014959242,2090.2742982571435
Greece,Europe,2021-08-05,2787,561,7.921964917372115,2090.2742982571435
Greece,Europe,2021-08-06,2924,562,7.9189584975442076,2090.2742982571435
Greece,Europe,2021-08-07,2746,563,7.915931547309044,2090.2742982571435
Greece,Europe,2021-08-08,1850,564,7.912883855647331,2090.2742982571435
Greece,Europe,2021-08-09,2593,565,7.909815208637916,2090.2742982571435
Greece,Europe,2021-08-10,4614,566,7.906725389407739,2090.2742982571435
Greece,Europe,2021-08-11,3472,567,7.903614178080734,2090.2742982571435
Greece,Europe,2021-08-12,3603,568,7.9004813517256745,2090.2742982571435
Greece,Europe,2021-08-13,3493,569,7.8973266843029215,2090.2742982571435
Greece,Europe,2021-08-14,3270,570,7.894149946610059,2090.2742982571435
Greece,Europe,2021-08-15,1888,571,7.890950906226382,2090.2742982571435
Greece,Europe,2021-08-16,2212,572,7.88772932745621,2090.2742982571435
Greece,Europe,2021-08-17,4412,573,7.884484971271001,2090.2742982571435
Greece,Europe,2021-08-18,3437,574,7.8812175952502335,2090.2742982571435
Greece,Europe,2021-08-19,3273,575,7.87792695352102,2090.2742982571435
Greece,Europe,2021-08-20,3596,576,7.874612796696432,2090.2742982571435
Greece,Europe,2021-08-21,3184,577,7.8712748718125,2090.2742982571435
Greece,Europe,2021-08-22,1947,578,7.867912922263843,2090.2742982571435
Greece,Europe,2021-08-23,2626,579,7.864526687737911,2090.2742982571435
Greece,Europe,2021-08-24,5000,580,7.861115904147798,2090.2742982571435
Greece,Europe,2021-08-25,3265,581,7.857680303563587,2090.2742982571435
Greece,Europe,2021-08-26,3528,582,7.854219614142184,2090.2742982571435
Greece,Europe,2021-08-27,3067,583,7.8507335600556205,2090.2742982571435
Greece,Europe,2021-08-28,3062,584,7.8472218614177685,2090.2742982571435
Greece,Europe,2021-08-29,1581,585,7.843684234209428,2090.2742982571435
Greece,Europe,2021-08-30,2343,586,7.840120390201759,2090.2742982571435
Greece,Europe,2021-08-31,4306,587,7.83653003687799,2090.2742982571435
Greece,Europe,2021-09-01,2868,588,7.832912877353394,2090.2742982571435
Greece,Europe,2021-09-02,2836,589,7.829268610293442,2090.2742982571435
Greece,Europe,2021-09-03,2715,590,7.8255969298301284,2090.2742982571435
Greece,Europe,2021-09-04,2284,591,7.821897525476389,2090.2742982571435
Greece,Europe,2021-09-05,1284,592,7.81817008203858,2090.2742982571435
Greece,Europe,2021-09-06,1765,593,7.814414279526953,2090.2742982571435
Greece,Europe,2021-09-07,3442,594,7.810629793064088,2090.2742982571435
Greece,Europe,2021-09-08,2198,595,7.806816292791209,2090.2742982571435
Greece,Europe,2021-09-09,2163,596,7.802973443772346,2090.2742982571435
Greece,Europe,2021-09-10,2129,597,7.799100905896275,2090.2742982571435
Greece,Europe,2021-09-11,2190,598,7.795198333776166,2090.2742982571435
Greece,Europe,2021-09-12,1319,599,7.791265376646901,2090.2742982571435
Greece,Europe,2021-09-13,1608,600,7.787301678259977,2090.2742982571435
Greece,Europe,2021-09-14,3590,601,7.783306876775934,2090.2742982571435
Greece,Europe,2021-09-15,2406,602,7.779280604654243,2090.2742982571435
Greece,Europe,2021-09-16,2322,603,7.775222488540582,2090.2742982571435
Greece,Europe,2021-09-17,2231,604,7.771132149151424,2090.2742982571435
Greece,Europe,2021-09-18,2184,605,7.76700920115587,2090.2742982571435
Greece,Europe,2021-09-19,1286,606,7.762853253054635,2090.2742982571435
Greece,Europe,2021-09-20,2124,607,7.758663907056128,2090.2742982571435
Greece,Europe,2021-09-21,3688,608,7.754440758949526,2090.2742982571435
Greece,Europe,2021-09-22,2325,609,7.750183397974759,2090.2742982571435
Greece,Europe,2021-09-23,2101,610,7.745891406689335,2090.2742982571435
Greece,Europe,2021-09-24,2033,611,7.741564360831888,2090.2742982571435
Greece,Europe,2021-09-25,1814,612,7.737201829182383,2090.2742982571435
Greece,Europe,2021-09-26,1100,613,7.732803373418849,2090.2742982571435
Greece,Europe,2021-09-27,2122,614,7.728368547970577,2090.2742982571435
Greece,Europe,2021-09-28,3287,615,7.723896899867652,2090.2742982571435
Greece,Europe,2021-09-29,2157,616,7.71938796858672,2090.2742982571435
Greece,Europe,2021-09-30,2232,617,7.714841285892884,2090.2742982571435
Greece,Europe,2021-10-01,2601,618,7.710256375677613,2090.2742982571435
Greece,Europe,2021-10-02,1798,619,7.705632753792543,2090.2742982571435
Greece,Europe,2021-10-03,1142,620,7.700969927879051,2090.2742982571435
Greece,Europe,2021-10-04,2125,621,7.696267397193475,2090.2742982571435
Greece,Europe,2021-10-05,3084,622,7.691524652427853,2090.2742982571435
Greece,Europe,2021-10-06,2294,623,7.686741175526039,2090.2742982571435
Greece,Europe,2021-10-07,2229,624,7.681916439495059,2090.2742982571435
Greece,Europe,2021-10-08,2277,625,7.67704990821158,2090.2742982571435
Greece,Europe,2021-10-09,2162,626,7.672141036223302,2090.2742982571435
Greece,Europe,2021-10-10,1320,627,7.667189268545165,2090.2742982571435
Greece,Europe,2021-10-11,2358,628,7.662194040450182,2090.2742982571435
Greece,Europe,2021-10-12,3237,629,7.657154777254741,2090.2742982571435
Greece,Europe,2021-10-13,2312,630,7.652070894098198,2090.2742982571435
Greece,Europe,2021-10-14,2572,631,7.646941795716604,2090.2742982571435
Greece,Europe,2021-10-15,2618,632,7.64176687621035,2090.2742982571435
Greece,Europe,2021-10-16,2301,633,7.636545518805572,2090.2742982571435
Greece,Europe,2021-10-17,1689,634,7.631277095609093,2090.2742982571435
Greece,Europe,2021-10-18,3147,635,7.625960967356713,2090.2742982571435
Greece,Europe,2021-10-19,3926,636,7.620596483154632,2090.2742982571435
Greece,Europe,2021-10-20,3252,637,7.6151829802137785,2090.2742982571435
Greece,Europe,2021-10-21,3376,638,7.6097197835768275,2090.2742982571435
Greece,Europe,2021-10-22,3541,639,7.604206205837666,2090.2742982571435
Greece,Europe,2021-10-23,3155,640,7.598641546853053,2090.2742982571435
Greece,Europe,2021-10-24,2075,641,7.593025093446245,2090.2742982571435
Greece,Europe,2021-10-25,3937,642,7.587356119102287,2090.2742982571435
Greece,Europe,2021-10-26,4276,643,7.581633883654729,2090.2742982571435
Greece,Europe,2021-10-27,3639,644,7.575857632963467,2090.2742982571435
Greece,Europe,2021-10-28,2957,645,7.570026598583416,2090.2742982571435
Greece,Europe,2021-10-29,3611,646,7.564139997423714,2090.2742982571435
Greece,Europe,2021-10-30,4670,647,7.558197031397131,2090.2742982571435
Greece,Europe,2021-10-31,2722,648,7.552196887059367,2090.2742982571435
Greece,Europe,2021-11-01,5425,649,7.546138735237879,2090.2742982571435
Greece,Europe,2021-11-02,6856,650,7.540021730649898,2090.2742982571435
Greece,Europe,2021-11-03,6141,651,7.53384501150926,2090.2742982571435
Greece,Europe,2021-11-04,6784,652,7.527607699121654,2090.2742982571435
Greece,Europe,2021-11-05,6889,653,7.521308897467916,2090.2742982571435
Greece,Europe,2021-11-06,6356,654,7.5149476927749275,2090.2742982571435
